"EVENTID","ORGANIZATION","WATERBODYCODE","WATERBODYNAME","STATIONCODE","STATIONNAME","SAMPLEDATETIME","SOURCESAMPLEID","BOTTOMDEPTH","COLLECTIONMETHOD","ACTIVITYTYPE","SAMPLEDEPTH","SAMPLECOMMENT","LABNAME","ACCESSIONNUM","RESULTSETCOMMENT","CHARACTERISTICNAME","CASNO","RESULTQUALIFIER","RESULTMEASURE","RESULTMEASUREUNIT","REPORTINGLIMIT","METHODDETECTLIMIT","ANALYTICALMETHOD","OUTSIDEDETECTIONLIMIT","RESULTCOMMENT",
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Selenium,7782-49-2,<,1,ug/l,,,,Y,,
00150060-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-08-08 10:15:00,150060,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Zinc,7440-66-6,<,5,ug/l,,,,Y,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Field Data,0.000,,,,,DO mg/L,7782-44-7,,8.5,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Field Data,0.000,,,,,Temp Field,na,,12,deg C,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ammonia N,7664-41-7,<,0.1,mg/L,,,,Y,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,"Ammonia, Unionized",na,<,0.002,mg/L,,,,Y,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,BOD,na,,1.26,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Calcium,7440-70-2,,15,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chloride,16887-00-6,,79,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CaCO3,3812-32-6,,0,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CO3,3812-32-6,,0,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Hardness,na,,54,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as CaCO3,71-52-3,,88,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as HCO3,71-52-3,,107,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Kjeldahl N,7727-37-9,,0.71,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Nitrate N,14797-55-8,,0.04,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Nitrate NO3,14797-55-8,,0.16,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ortho P,14265-44-2,,0.2,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,pH Lab,12408-02-5,,7.96,None,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,SAR,na,,4.1,None,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Sodium,7440-23-5,,69,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,SpC Lab,na,,446,uS/cm,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Sulfate,14808-79-8,,14,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TDS Lab,na,,297,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total Alkalinity as CaCO3,na,,88,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total P,7723-14-0,,0.28,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TSS,na,,17,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Turbidity Lab,na,,11,NTU,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Arsenic,7440-38-2,,250,ug/l,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Boron,7440-42-8,,3800,ug/l,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Cadmium,7440-43-9,<,1,ug/l,,,,Y,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chromium,7440-47-3,<,5,ug/l,,,,Y,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Copper,7440-50-8,,10,ug/l,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Iron,7439-89-6,,890,ug/l,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Lead,7439-92-1,<,5,ug/l,,,,Y,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Magnesium,7439-95-4,,4,mg/L,,,,N,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Mercury,7439-97-6,<,0.5,ug/l,,,,Y,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Selenium,7782-49-2,<,1,ug/l,,,,Y,,
00150061-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-10-09 10:15:00,150061,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Zinc,7440-66-6,,20,ug/l,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Field Data,0.000,,,,,DO mg/L,7782-44-7,,9.7,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Field Data,0.000,,,,,pH Field,12408-02-5,,7.89,None,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Field Data,0.000,,,,,Temp Field,na,,5,deg C,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ammonia N,7664-41-7,<,0.1,mg/L,,,,Y,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,"Ammonia, Unionized",na,,0.000478,mg/L,,,,N,AUTOCALCULATE 2016-06-16 14:48:20 Using 1/2 AMNN,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Calcium,7440-70-2,,25,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chloride,16887-00-6,,71,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CaCO3,3812-32-6,,0,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CO3,3812-32-6,,0,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,COD,na,,38,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Hardness,na,,95,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as CaCO3,71-52-3,,128,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as HCO3,71-52-3,,156,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Kjeldahl N,7727-37-9,,0.54,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Nitrate N,14797-55-8,,0.27,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Nitrate NO3,14797-55-8,,1.18,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ortho P,14265-44-2,,0.11,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,pH Lab,12408-02-5,,8.09,None,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,SAR,na,,2.7,None,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Sodium,7440-23-5,,61,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,SpC Lab,na,,499,uS/cm,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Sulfate,14808-79-8,,22,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TDS Lab,na,,312,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total Alkalinity as CaCO3,na,,128,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total P,7723-14-0,,0.18,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TSS,na,,20,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Turbidity Lab,na,,9.6,NTU,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Arsenic,7440-38-2,,140,ug/l,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Boron,7440-42-8,,2600,ug/l,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Cadmium,7440-43-9,<,1,ug/l,,,,Y,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chromium,7440-47-3,<,5,ug/l,,,,Y,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Copper,7440-50-8,,10,ug/l,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Iron,7439-89-6,,890,ug/l,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Lead,7439-92-1,<,5,ug/l,,,,Y,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Magnesium,7439-95-4,,8,mg/L,,,,N,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Mercury,7439-97-6,<,0.5,ug/l,,,,Y,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Selenium,7782-49-2,<,1,ug/l,,,,Y,,
00150062-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1995-12-27 10:10:00,150062,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Zinc,7440-66-6,<,5,ug/l,,,,Y,,
00150063-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1996-02-14 10:40:00,150063,,Unknown,Field Data,0.000,,,,,DO mg/L,7782-44-7,,9,mg/L,,,,N,,
00150063-0,Nevada Division of Environmental Protection,NV06-SC-42-D_00,Steamboat Creek at the Truckee River,SB7,Steamboat Creek @ Geiger Grade,1996-02-14 10:40:00,150063,,Unknown,Field Data,0.000,,,,,pH Field,12408-02-5,,7.84,None,,,,N,,
